,Company,Bar_Name,Reference_Number,Review_Date,Cocoa_Percentage,Company_Location,Rating,Bean_Type,Country,Flavor_Rating,Clusters,Cluster_Color
1347,Pura Delizia,Venezuela,931,2012,73.0,Italy,2.75,Unknown,Venezuela,Satisfactory,3,Black
1348,Q Chocolate,Brazil,1057,2013,75.0,Brazil,3.25,Unknown,Brazil,Satisfactory,1,Light Purple
1349,Q Chocolate,Brazil,1057,2013,85.0,Brazil,3.5,Unknown,Brazil,Satisfactory,2,Dark Purple
1350,Q Chocolate,Brazil,1069,2013,55.0,Brazil,2.75,Unknown,Brazil,Satisfactory,0,Pink
1351,Q Chocolate,Brazil,1069,2013,80.0,Brazil,3.25,Unknown,Brazil,Satisfactory,1,Light Purple
1352,Q Chocolate,Brazil,935,2012,60.0,Brazil,3.0,Unknown,Brazil,Satisfactory,0,Pink
1353,Q Chocolate,Brazil,935,2012,65.0,Brazil,3.25,Unknown,Brazil,Satisfactory,0,Pink
1354,Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70.0,Mexico,2.75,Criollo,Mexico,Satisfactory,3,Black
1355,Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74.0,Mexico,3.0,Trinitario,Mexico,Satisfactory,1,Light Purple
1356,Raaka,Amazon Basin Blend,1788,2016,70.0,U.S.A.,3.0,Unknown,"Peru(SMartin,Pangoa,nacional)",Satisfactory,3,Black
1357,Raaka,Virunga,1708,2015,75.0,U.S.A.,2.75,Forastero,Congo,Satisfactory,1,Light Purple
1358,Raaka,Madagascar,959,2012,75.0,U.S.A.,3.25,Trinitario,Madagascar,Satisfactory,1,Light Purple
1359,Raaka,La Red,785,2011,85.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory,2,Dark Purple
1360,Rain Republic,Suchitepequez E.,470,2010,70.0,Guatemala,2.75,Unknown,Guatemala,Satisfactory,3,Black
1361,Rancho San Jacinto,Ecuador,565,2010,75.0,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador,Satisfactory,1,Light Purple
1362,Ranger,"San Martin, Batch 2",1558,2015,70.0,U.S.A.,2.5,Unknown,Peru,Disappointing,3,Black
1363,Ranger,"Chulucanas, Batch 1",1562,2015,80.0,U.S.A.,3.25,Unknown,Peru,Satisfactory,1,Light Purple
1364,Ranger,"Tumbes, Batch 2",1562,2015,73.0,U.S.A.,3.5,Criollo,Peru,Satisfactory,3,Black
1365,Raoul Boulanger,Piura,1872,2016,75.0,France,3.25,Criollo,Peru,Satisfactory,1,Light Purple
1366,Raw Cocoa,Raw,867,2012,70.0,Poland,2.5,Criollo,Unknown,Disappointing,3,Black
1367,Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75.0,Ecuador,3.25,Unknown,Ecuador,Satisfactory,1,Light Purple
1368,Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75.0,Ecuador,2.5,Forastero (Arriba),Ecuador,Disappointing,1,Light Purple
1369,Republica del Cacao (aka Confecta),Manabi,147,2007,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador,Satisfactory,1,Light Purple
1370,Republica del Cacao (aka Confecta),El Oro,147,2007,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador,Satisfactory,3,Black
1371,Republica del Cacao (aka Confecta),Los Rios,170,2007,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador,Praiseworthy,1,Light Purple
1372,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75.0,U.S.A.,3.75,Unknown,Ecuador,Praiseworthy,1,Light Purple
1373,Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory,2,Dark Purple
1374,Ritual,"Mid Mountain, 2014",1466,2015,70.0,U.S.A.,3.5,Blend,Unknown,Satisfactory,3,Black
1375,Ritual,"Toledo District, Maya",1089,2013,75.0,U.S.A.,3.75,Trinitario,Belize,Praiseworthy,1,Light Purple
1376,Ritual,"Maranon, Cajamarca",1181,2013,75.0,U.S.A.,3.0,Forastero (Nacional),Peru,Satisfactory,1,Light Purple
1377,Ritual,Sambirano,891,2012,75.0,U.S.A.,4.0,Trinitario,Madagascar,Premium,1,Light Purple
1378,Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75.0,U.S.A.,3.25,Nacional (Arriba),Ecuador,Satisfactory,1,Light Purple
1379,Ritual,Gran Couva,979,2012,75.0,U.S.A.,3.5,Trinitario,Trinidad and Tobago,Satisfactory,1,Light Purple
1380,Ritual,Costa Rica,745,2011,75.0,U.S.A.,3.5,Unknown,Costa Rica,Satisfactory,1,Light Purple
1381,Roasting Masters,"La Dorado, light roast",1844,2016,70.0,South Korea,3.25,Unknown,Costa Rica,Satisfactory,3,Black
1382,Roasting Masters,"Tapanti, light roast",1844,2016,70.0,South Korea,3.25,Unknown,Costa Rica,Satisfactory,3,Black
1383,Roasting Masters,Maleku,1844,2016,70.0,South Korea,3.25,Unknown,Costa Rica,Satisfactory,3,Black
1384,Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75.0,Madagascar,3.25,Trinitario,Madagascar,Satisfactory,1,Light Purple
1385,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68.0,Madagascar,3.25,Trinitario,Madagascar,Satisfactory,3,Black
1386,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66.0,U.K.,3.5,Trinitario,Grenada,Satisfactory,0,Pink
1387,Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75.0,U.S.A.,3.75,Unknown,Honduras,Praiseworthy,1,Light Purple
1388,Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70.0,U.S.A.,3.75,Unknown,Venezuela,Praiseworthy,3,Black
1389,Rogue,"Tranquilidad, Batch 1",1566,2015,75.0,U.S.A.,3.25,Unknown,Bolivia,Satisfactory,1,Light Purple
1390,Rogue,Porcelana,1209,2014,80.0,U.S.A.,3.75,Criollo,Venezuela,Praiseworthy,1,Light Purple
1391,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70.0,U.S.A.,3.5,Trinitario,Madagascar,Satisfactory,3,Black
1392,Rogue,"Hispaniola, 2013",1081,2013,70.0,U.S.A.,3.5,Unknown,Dominican Republic,Satisfactory,3,Black
1393,Rogue,"Silvestre, Batch 7, 2013",1081,2013,75.0,U.S.A.,4.0,Unknown,Bolivia,Premium,1,Light Purple
1394,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75.0,U.S.A.,3.75,Trinitario,Jamaica,Praiseworthy,1,Light Purple
1395,Rogue,"Camino Verde P., Balao, Guayas",979,2012,75.0,U.S.A.,3.75,Nacional (Arriba),Ecuador,Praiseworthy,1,Light Purple
1396,Rogue,"Silvestre, Batch 1, 2011",793,2011,75.0,U.S.A.,3.0,Criollo,Bolivia,Satisfactory,1,Light Purple
1397,Rogue,Piura,565,2010,75.0,U.S.A.,3.75,Unknown,Peru,Praiseworthy,1,Light Purple
1398,Rogue,Rio Caribe,327,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela,Satisfactory,3,Black
1399,Rogue,"Hispaniola, 2008",213,2008,70.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory,3,Black
1400,Rogue,Jamaica,213,2008,70.0,U.S.A.,2.75,Trinitario,Jamaica,Satisfactory,3,Black
1401,Rogue,"Sambirano, 2008",213,2008,70.0,U.S.A.,2.75,Trinitario,Madagascar,Satisfactory,3,Black
1402,Rogue,Trinidad,213,2008,70.0,U.S.A.,3.0,Trinitario,Trinidad and Tobago,Satisfactory,3,Black
1403,Rozsavolgyi,Sur del Lago,809,2012,84.0,Hungary,2.5,Unknown,Venezuela,Disappointing,2,Dark Purple
1404,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76.0,Hungary,2.25,Trinitario,Venezuela,Disappointing,1,Light Purple
1405,Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72.0,Hungary,2.5,Trinitario,Madagascar,Disappointing,3,Black
1406,Rozsavolgyi,Carenero Superior,713,2011,73.0,Hungary,3.5,Criollo,Venezuela,Satisfactory,3,Black
1407,Rozsavolgyi,Porcelana,717,2011,71.0,Hungary,2.5,Unknown,Venezuela,Disappointing,3,Black
1408,Rozsavolgyi,"Aragua, Trincheras",717,2011,70.0,Hungary,3.5,Unknown,Venezuela,Satisfactory,3,Black
1409,Rozsavolgyi,Principe,765,2011,77.0,Hungary,2.75,Forastero,São Tomé and Príncipe,Satisfactory,1,Light Purple
1410,S.A.I.D.,Malgascio,607,2010,64.0,Italy,3.5,Trinitario,Madagascar,Satisfactory,0,Pink
1411,S.A.I.D.,100 percent,615,2010,100.0,Italy,1.5,Unknown,Unknown,Unpleasant,2,Dark Purple
1412,S.A.I.D.,Samana,615,2010,70.0,Italy,3.0,Unknown,Dominican Republic,Satisfactory,3,Black
1413,S.A.I.D.,Arawak,615,2010,72.0,Italy,3.5,Unknown,Carribean,Satisfactory,3,Black
1414,S.A.I.D.,Latino,615,2010,72.0,Italy,3.5,Unknown,Unknown,Satisfactory,3,Black
1415,Sacred,Midnight,813,2012,83.0,U.S.A.,2.75,Unknown,Central and S. America,Satisfactory,2,Dark Purple
1416,Sacred,Twilight,813,2012,69.0,U.S.A.,3.25,Unknown,Central and S. America,Satisfactory,3,Black
1417,Salgado,Bahia Superior,288,2008,70.0,Argentina,3.5,Forastero,Brazil,Satisfactory,3,Black
1418,Salgado,Esmeraldas,288,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador,Satisfactory,3,Black
1419,Salgado,Carenero Superior,288,2008,70.0,Argentina,3.5,Trinitario,Venezuela,Satisfactory,3,Black
1420,Salgado,Rio Arriba,292,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,Satisfactory,3,Black
1421,Santander (Compania Nacional),Colombian 2008,404,2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia,Satisfactory,1,Light Purple
1422,Santander (Compania Nacional),Colombian w/ nibs,414,2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia,Satisfactory,3,Black
1423,Santander (Compania Nacional),Colombian Semi Dark,32,2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia,Unpleasant,0,Pink
1424,Santander (Compania Nacional),Colombian,32,2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia,Satisfactory,0,Pink
1425,Santander (Compania Nacional),Colombian Dark,32,2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia,Premium,3,Black
1426,Santome,Sao Tome,761,2011,70.0,France,2.75,Forastero,São Tomé and Príncipe,Satisfactory,3,Black
1427,Scharffen Berger,San Juan de Cheni,959,2012,78.0,U.S.A.,4.0,Unknown,Peru,Premium,1,Light Purple
1428,Scharffen Berger,Markham Valley,781,2011,68.0,U.S.A.,3.75,Unknown,Papua New Guinea,Praiseworthy,3,Black
1429,Scharffen Berger,Camahogne,464,2010,68.0,U.S.A.,3.5,Trinitario,Grenada,Satisfactory,3,Black
1430,Scharffen Berger,Amina,464,2010,65.0,U.S.A.,3.75,"Trinitario, Criollo",Madagascar,Praiseworthy,0,Pink
1431,Scharffen Berger,Tome Acu,336,2009,68.0,U.S.A.,3.75,Unknown,Brazil,Praiseworthy,3,Black
1432,Scharffen Berger,Asante,336,2009,65.0,U.S.A.,4.0,Forastero,Ghana,Premium,0,Pink
1433,Scharffen Berger,Ben Tre,445,2009,72.0,U.S.A.,3.75,Trinitario,Vietnam,Praiseworthy,3,Black
1434,Scharffen Berger,Finisterra,227,2008,72.0,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad.",Satisfactory,3,Black
1435,Scharffen Berger,Las Islas,117,2007,72.0,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri),Satisfactory,3,Black
1436,Scharffen Berger,Nibby,135,2007,62.0,U.S.A.,3.0,Unknown,Unknown,Satisfactory,0,Pink
1437,Scharffen Berger,Cuyagua,135,2007,75.0,U.S.A.,3.75,Unknown,Venezuela,Praiseworthy,1,Light Purple
1438,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75.0,U.S.A.,3.0,Blend,Carribean,Satisfactory,1,Light Purple
1439,Scharffen Berger,Extra Dark,15,2006,82.0,U.S.A.,2.0,Unknown,Unknown,Unpleasant,1,Light Purple
1440,Scharffen Berger,Bittersweet,15,2006,70.0,U.S.A.,3.5,Blend,Unknown,Satisfactory,3,Black
1441,Scharffen Berger,Kumasi Sambirano,40,2006,68.0,U.S.A.,2.0,Blend,Ghana & Madagascar,Unpleasant,3,Black
1442,Scharffen Berger,Jamaica a l'ancienne,56,2006,70.0,U.S.A.,2.0,Trinitario,Jamaica,Unpleasant,3,Black
1443,Scharffen Berger,Semisweet,56,2006,62.0,U.S.A.,3.0,Blend,Unknown,Satisfactory,0,Pink
1444,Seaforth,Dominican Republic,1658,2015,70.0,U.K.,2.75,Unknown,Dominican Republic,Satisfactory,3,Black
1445,Seaforth,Grenada,1658,2015,70.0,U.K.,2.75,Unknown,Grenada,Satisfactory,3,Black
1446,Shark Mountain,Jamaica,1450,2015,72.0,U.S.A.,3.25,Trinitario,Jamaica,Satisfactory,3,Black
1447,Shark Mountain,Papua New Guinea,1450,2015,73.0,U.S.A.,3.5,Forastero,Papua New Guinea,Satisfactory,3,Black
1448,Shark Mountain,Cuyagua,1466,2015,77.0,U.S.A.,2.75,Criollo,Venezuela,Satisfactory,1,Light Purple
1449,Shark Mountain,ROIG,1466,2015,74.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,Satisfactory,1,Light Purple
1450,Shark Mountain,Ecuador,1335,2014,75.0,U.S.A.,3.0,Trinitario,Ecuador,Satisfactory,1,Light Purple
1451,Shark Mountain,"Belize, 2013",1335,2014,72.0,U.S.A.,3.25,"Criollo, Trinitario",Belize,Satisfactory,3,Black
1452,Shark's,Hilo,713,2011,73.0,U.S.A.,2.0,Unknown,United States of America,Unpleasant,3,Black
1453,Shark's,"Hilo, w/ added cocoa butter",721,2011,73.0,U.S.A.,2.5,Unknown,United States of America,Disappointing,3,Black
1454,Shattel,Tingo Maria,1884,2016,70.0,Peru,3.25,Unknown,Peru,Satisfactory,3,Black
1455,Shattell,Porcelana,757,2011,75.0,Peru,3.5,Criollo,Peru,Satisfactory,1,Light Purple
1456,Sibu,Oro,1586,2015,82.0,Costa Rica,3.25,Unknown,Costa Rica,Satisfactory,1,Light Purple
1457,Sibu,Oscuro,1586,2015,70.0,Costa Rica,3.5,Unknown,Costa Rica,Satisfactory,3,Black
1458,Sibu Sura,Peru,911,2012,70.0,U.S.A.,2.5,Unknown,Peru,Disappointing,3,Black
1459,Silvio Bessone,Maya Belize,717,2011,67.0,Italy,3.0,Criollo,Belize,Satisfactory,3,Black
1460,Silvio Bessone,"Trintade, Sao Tome",725,2011,65.0,Italy,3.25,Forastero,São Tomé and Príncipe,Satisfactory,0,Pink
1461,Silvio Bessone,"Bahia, Scavina",729,2011,60.0,Italy,3.25,Trinitario,Brazil,Satisfactory,0,Pink
1462,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68.0,Italy,3.0,"Criollo, Trinitario",Colombia,Satisfactory,3,Black
1463,Sirene,Wild Bolivia,1788,2016,73.0,Canada,3.5,Unknown,Bolivia,Satisfactory,3,Black
1464,Sirene,Kokoa Kamili Coop,1856,2016,73.0,Canada,3.5,Unknown,United Republic of Tanzania,Satisfactory,3,Black
1465,Sirene,"Esmeraldas, Salazar Farm",1860,2016,73.0,Canada,3.75,Unknown,Ecuador,Praiseworthy,3,Black
1466,Sirene,"Somia Plantation, 2012",1502,2015,100.0,Canada,3.0,Trinitario,Madagascar,Satisfactory,2,Dark Purple
1467,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100.0,Canada,3.0,Unknown,Ecuador,Satisfactory,2,Dark Purple
1468,Sirene,Lachua w/ cane sugar,1614,2015,73.0,Canada,3.0,Unknown,Guatemala,Satisfactory,3,Black
1469,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73.0,Canada,3.25,Unknown,Guatemala,Satisfactory,3,Black
1470,Sirene,Pisa,1650,2015,73.0,Canada,3.25,Unknown,Haiti,Satisfactory,3,Black
1471,Sirene,"Somia Plantation, 2012",1339,2014,67.0,Canada,3.75,Trinitario,Madagascar,Praiseworthy,3,Black
1472,Sirene,"Somia Plantation, 2012",1339,2014,73.0,Canada,3.75,Trinitario,Madagascar,Praiseworthy,3,Black
1473,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73.0,Canada,3.75,Unknown,Ecuador,Praiseworthy,3,Black
1474,Sjolinds,Ghana,1454,2015,70.0,U.S.A.,2.75,Forastero,Ghana,Satisfactory,3,Black
1475,Sjolinds,Nicaragua,1462,2015,72.0,U.S.A.,3.0,Unknown,Nicaragua,Satisfactory,3,Black
1476,"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70.0,Australia,3.5,Unknown,Dominican Republic,Satisfactory,3,Black
1477,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70.0,Australia,3.75,Criollo,Venezuela,Praiseworthy,3,Black
1478,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70.0,Australia,4.0,Criollo,Ecuador,Premium,3,Black
1479,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70.0,Australia,3.75,Unknown,Belize,Praiseworthy,3,Black
1480,"Smooth Chocolator, The",Tien Giang,1864,2016,70.0,Australia,3.0,Trinitario,Vietnam,Satisfactory,3,Black
1481,"Smooth Chocolator, The",Australia,1864,2016,67.0,Australia,3.75,Unknown,Australia,Praiseworthy,3,Black
1482,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70.0,Australia,3.25,Unknown,Guatemala,Satisfactory,3,Black
1483,"Smooth Chocolator, The",Akesson's Estate,1618,2015,65.0,Australia,3.25,Trinitario,Madagascar,Satisfactory,0,Pink
1484,"Smooth Chocolator, The",Akesson's Estate,1622,2015,70.0,Australia,3.5,Trinitario,Madagascar,Satisfactory,3,Black
1485,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67.0,Australia,3.75,Unknown,United Republic of Tanzania,Praiseworthy,3,Black
1486,"Smooth Chocolator, The",San Juan Estate,1622,2015,70.0,Australia,3.75,Trinitario,Trinidad and Tobago,Praiseworthy,3,Black
1487,"Smooth Chocolator, The",Camino Verde,1622,2015,72.0,Australia,4.0,Unknown,Ecuador,Premium,3,Black
1488,"Smooth Chocolator, The",Bolivia,1626,2015,72.0,Australia,2.75,Unknown,Bolivia,Satisfactory,3,Black
1489,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65.0,Australia,3.5,Unknown,Papua New Guinea,Satisfactory,0,Pink
1490,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67.0,Australia,3.0,Forastero (Nacional),Peru,Satisfactory,3,Black
1491,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70.0,Australia,3.75,Trinitario,Venezuela,Praiseworthy,3,Black
1492,Snake & Butterfly,Ghana,693,2011,67.0,U.S.A.,1.5,Forastero,Ghana,Unpleasant,3,Black
1493,Snake & Butterfly,Madagascar,502,2010,68.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory,3,Black
1494,Snake & Butterfly,Ecuador,502,2010,68.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory,3,Black
1495,Sol Cacao,"Ecuador, Batch 1",1812,2016,70.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory,3,Black
1496,Sol Cacao,Madagascar,1518,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory,3,Black
1497,Solkiki,"Maranon, Fortunato No. 4",1840,2016,68.0,U.K.,2.75,Forastero (Nacional),Peru,Satisfactory,3,Black
1498,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85.0,U.K.,2.75,Unknown,Dominican Republic,Satisfactory,2,Dark Purple
1499,Solomons Gold,Solomon Island,1792,2016,70.0,New Zealand,3.25,Unknown,Solomon Islands,Satisfactory,3,Black
1500,Solomons Gold,Solomon Island w/ nibs,1796,2016,75.0,New Zealand,3.25,Unknown,Solomon Islands,Satisfactory,1,Light Purple
1501,Solstice,Bundibugyo,1335,2014,70.0,U.S.A.,3.0,"Forastero, Trinitario",Uganda,Satisfactory,3,Black
1502,Solstice,Sambirano,1157,2013,70.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory,3,Black
1503,Solstice,Amazonas,1157,2013,70.0,U.S.A.,3.0,Unknown,Venezuela,Satisfactory,3,Black
1504,Solstice,Bolivia,1161,2013,70.0,U.S.A.,3.25,Unknown,Bolivia,Satisfactory,3,Black
1505,Solstice,San Martin,1161,2013,70.0,U.S.A.,3.25,Unknown,Peru,Satisfactory,3,Black
1506,Solstice,Wasatch,1161,2013,70.0,U.S.A.,3.5,Blend,Unknown,Satisfactory,3,Black
1507,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62.0,Canada,3.5,Unknown,Dominican Republic,Satisfactory,0,Pink
1508,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70.0,Canada,3.5,Trinitario,Madagascar,Satisfactory,3,Black
1509,Soma,"Bahia Black, batch bra50722.1",1828,2016,70.0,Canada,3.5,Forastero (Parazinho),Brazil,Satisfactory,3,Black
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.0,Canada,3.75,Unknown,"Ven.,Ecu.,Peru,Nic.",Praiseworthy,1,Light Purple
1511,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70.0,Canada,3.75,Trinitario,Nicaragua,Praiseworthy,3,Black
1512,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70.0,Canada,4.0,Trinitario,Vietnam,Premium,3,Black
1513,Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70.0,Canada,3.25,Unknown,Ecuador,Satisfactory,3,Black
1514,Soma,CSB Chama,1594,2015,70.0,Canada,3.5,Criollo,Venezuela,Satisfactory,3,Black
1515,Soma,Porcelana,1594,2015,75.0,Canada,4.0,Unknown,Venezuela,Premium,1,Light Purple
1516,Soma,"La Tronca, Matagalpa",1227,2014,70.0,Canada,3.5,Unknown,Nicaragua,Satisfactory,3,Black
1517,Soma,Maranon Canyon,1259,2014,70.0,Canada,3.75,Forastero (Nacional),Peru,Praiseworthy,3,Black
1518,Soma,La Dalia,1307,2014,70.0,Canada,3.25,Trinitario,Nicaragua,Satisfactory,3,Black
1519,Soma,"Camino Verde P., Balao, Guayas",1307,2014,80.0,Canada,3.5,Forastero (Nacional),Ecuador,Satisfactory,1,Light Purple
1520,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70.0,Canada,3.75,Forastero (Amelonado),Vanuatu,Praiseworthy,3,Black
1521,Soma,Little Big Man,1339,2014,70.0,Canada,3.25,Blend,Madagascar & Ecuador,Satisfactory,3,Black
1522,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77.0,Canada,3.75,Trinitario,Dominican Republic,Praiseworthy,1,Light Purple
1523,Soma,Java,1030,2013,70.0,Canada,3.25,Criollo,Indonesia,Satisfactory,3,Black
1524,Soma,"Apurimac, El Quinacho Co-op",1073,2013,70.0,Canada,2.75,Criollo,Peru,Satisfactory,3,Black
1525,Soma,"Sangre Grande P., Trinidad",1073,2013,70.0,Canada,3.75,Trinitario,Trinidad and Tobago,Praiseworthy,3,Black
1526,Soma,Chef's Blend,1077,2013,70.0,Canada,3.25,Unknown,Unknown,Satisfactory,3,Black
1527,Soma,Patanemo,1077,2013,70.0,Canada,3.75,Criollo,Venezuela,Praiseworthy,3,Black
1528,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,Unknown,"Guat., D.R., Peru, Mad., PNG",Premium,2,Dark Purple
1529,Soma,"Maracaibo, El Vigia",1077,2013,70.0,Canada,4.0,Criollo,Venezuela,Premium,3,Black
1530,Soma,Equator,1081,2013,67.0,Canada,4.0,Unknown,"Peru, Dom. Rep",Premium,3,Black
1531,Soma,Orinoco,1173,2013,70.0,Canada,3.25,Forastero,Venezuela,Satisfactory,3,Black
1532,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70.0,Canada,4.0,Trinitario,Jamaica,Premium,3,Black
1533,Soma,Noula Coop,817,2012,70.0,Canada,3.25,Unknown,Haiti,Satisfactory,3,Black
1534,Soma,O'ahu,833,2012,70.0,Canada,3.75,Unknown,United States of America,Praiseworthy,3,Black
1535,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70.0,Canada,4.0,Blend,"Dom. Rep., Madagascar",Premium,3,Black
1536,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad",Premium,3,Black
1537,Soma,Cahabon Region,951,2012,70.0,Canada,3.5,Trinitario,Guatemala,Satisfactory,3,Black
1538,Soma,Carenero Superior,951,2012,70.0,Canada,3.75,Trinitario,Venezuela,Praiseworthy,3,Black
1539,Soma,Eastern Promises,967,2012,70.0,Canada,3.5,Blend,"Mad., Java, PNG",Satisfactory,3,Black
1540,Soma,Papua New Guinea,983,2012,85.0,Canada,3.5,Trinitario,Papua New Guinea,Satisfactory,2,Dark Purple
1541,Soma,"Grenada, Black Science",676,2011,70.0,Canada,2.75,Trinitario,Grenada,Satisfactory,3,Black
1542,Soma,"Alto Beni, Wild Bolivian",676,2011,70.0,Canada,3.5,Nacional,Bolivia,Satisfactory,3,Black
1543,Soma,Peruvian,676,2011,64.0,Canada,4.0,Unknown,Peru,Premium,0,Pink
1544,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70.0,Canada,4.0,Unknown,"Ven, Bolivia, D.R.",Premium,3,Black
1545,Soma,"Elvesia P., Black Science",682,2011,70.0,Canada,3.75,Forastero,Dominican Republic,Praiseworthy,3,Black
1546,Soma,Chuao,688,2011,70.0,Canada,3.5,Criollo,Venezuela,Satisfactory,3,Black
1547,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru",Praiseworthy,3,Black
1548,Soma,Hispaniola,377,2009,70.0,Canada,3.0,Forastero,Dominican Republic,Satisfactory,3,Black
1549,Soma,Africa,377,2009,70.0,Canada,3.5,Forastero,Ghana,Satisfactory,3,Black
1550,Soma,Conacado,387,2009,70.0,Canada,3.0,Trinitario,Dominican Republic,Satisfactory,3,Black
1551,Soma,Papua New Guinea,387,2009,70.0,Canada,3.5,Trinitario,Papua New Guinea,Satisfactory,3,Black
1552,Soma,Madagascar,387,2009,70.0,Canada,3.75,Criollo,Madagascar,Praiseworthy,3,Black
1553,Soma,Ocumare,387,2009,70.0,Canada,3.75,Criollo,Venezuela,Praiseworthy,3,Black
1554,Somerville,Nicaragua,1367,2014,70.0,U.S.A.,3.25,Unknown,Nicaragua,Satisfactory,3,Black
1555,Somerville,"Hawaiian, Big Island",1395,2014,70.0,U.S.A.,3.5,Unknown,United States of America,Satisfactory,3,Black
1556,Soul,Dominican Republic,1932,2017,70.0,Canada,3.25,Unknown,Dominican Republic,Satisfactory,3,Black
1557,Soul,Madagascar,1936,2017,70.0,Canada,3.5,Unknown,Madagascar,Satisfactory,3,Black
1558,Soul,Venezuela,1936,2017,75.0,Canada,3.5,Unknown,Venezuela,Satisfactory,1,Light Purple
1559,Soul,Ecuador,1936,2017,75.0,Canada,3.25,Unknown,Ecuador,Satisfactory,1,Light Purple
1560,Soul,Papua New Guinea,1936,2017,77.0,Canada,3.25,Unknown,Papua New Guinea,Satisfactory,1,Light Purple
