,Company,Bar_Name,Reference_Number,Review_Date,Cocoa_Percentage,Company_Location,Rating,Bean_Type,Country,Flavor_Rating
734,Glennmade,Bahia,1672,2015,66.0,U.S.A.,3.0,"Trinitario, Forastero",Brazil,Satisfactory
735,Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77.0,U.S.A.,2.75,Unknown,Mexico,Satisfactory
736,Goodnow Farms,"El Carmen, batch 1003",1924,2016,77.0,U.S.A.,3.25,Unknown,Nicaragua,Satisfactory
737,Goodnow Farms,"Asochivite, batch 1005",1924,2016,77.0,U.S.A.,3.25,Unknown,Guatemala,Satisfactory
738,Grand Place,"Ben Tre, Dong Nai",741,2011,72.0,Vietnam,3.0,Trinitario,Vietnam,Satisfactory
739,Green & Black's (ICAM),Dark,15,2006,70.0,U.K.,2.5,Unknown,Unknown,Disappointing
740,Green Bean to Bar,Madagascar,1896,2016,70.0,Japan,3.5,Unknown,Madagascar,Satisfactory
741,Grenada Chocolate Co.,Grenada,494,2010,82.0,Grenada,3.25,Trinitario,Grenada,Satisfactory
742,Grenada Chocolate Co.,Grenada,363,2009,60.0,Grenada,2.75,Trinitario,Grenada,Satisfactory
743,Grenada Chocolate Co.,Grenada,241,2008,71.0,Grenada,2.5,Trinitario,Grenada,Disappointing
744,Guido Castagna,Arriba,355,2009,64.0,Italy,3.0,Forastero (Arriba) ASS,Ecuador,Satisfactory
745,Guido Castagna,Ghana,355,2009,64.0,Italy,3.0,Forastero,Ghana,Satisfactory
746,Guido Castagna,Trinidad & Tobago,355,2009,64.0,Italy,3.0,Unknown,Trinidad and Tobago,Satisfactory
747,Guido Castagna,Lacri Blend,355,2009,76.0,Italy,3.0,Unknown,Venezuela,Satisfactory
748,Guido Castagna,Blend,355,2009,64.0,Italy,3.25,Unknown,"Ven, Trinidad, Ecuador",Satisfactory
749,Guittard,"Epique, Blend No. 49",1602,2015,70.0,U.S.A.,3.75,Unknown,Unknown,Praiseworthy
750,Guittard,Haiti,1053,2013,65.0,U.S.A.,2.75,Unknown,Haiti,Satisfactory
751,Guittard,Nicaragua,1053,2013,65.0,U.S.A.,2.75,Unknown,Nicaragua,Satisfactory
752,Guittard,Jamaica,1053,2013,65.0,U.S.A.,3.25,Trinitario,Jamaica,Satisfactory
753,Guittard,Ecuador,1053,2013,65.0,U.S.A.,3.5,Unknown,Ecuador,Satisfactory
754,Guittard,Coucher du Soleil,654,2011,72.0,U.S.A.,2.75,Unknown,Unknown,Satisfactory
755,Guittard,Lever du Soleil,654,2011,61.0,U.S.A.,3.25,Unknown,Unknown,Satisfactory
756,Guittard,Onyx,654,2011,72.0,U.S.A.,3.25,Unknown,Unknown,Satisfactory
757,Guittard,Trinidad,552,2010,65.0,U.S.A.,3.0,Trinitario,Trinidad and Tobago,Satisfactory
758,Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55.0,U.S.A.,3.0,Unknown,United States of America,Satisfactory
759,Guittard,Nocturne,387,2009,91.0,U.S.A.,3.0,Unknown,Unknown,Satisfactory
760,Guittard,Complexite,387,2009,70.0,U.S.A.,3.5,Blend,Unknown,Satisfactory
761,Guittard,Machu Pichu,259,2008,65.0,U.S.A.,3.0,Unknown,Peru,Satisfactory
762,Guittard,Special Maker Reserve,276,2008,64.0,U.S.A.,3.0,Unknown,Unknown,Satisfactory
763,Guittard,Ocumare,276,2008,65.0,U.S.A.,3.5,Unknown,Venezuela,Satisfactory
764,Guittard,Quetzalcoatl,147,2007,72.0,U.S.A.,3.5,Blend,Unknown,Satisfactory
765,Guittard,Chucuri,15,2006,65.0,U.S.A.,3.0,Trinitario,Colombia,Satisfactory
766,Guittard,Sur del Lago,87,2006,65.0,U.S.A.,2.5,"Trinitario, Criollo",Venezuela,Disappointing
767,Guittard,"Sambirano, Ambanja",87,2006,65.0,U.S.A.,3.5,"Criollo, +",Madagascar,Satisfactory
768,Guittard,"Los Rios, Quevedo",93,2006,65.0,U.S.A.,3.5,Forastero (Arriba),Ecuador,Satisfactory
769,Guittard,Tsaranta,93,2006,61.0,U.S.A.,3.5,Blend,Unknown,Satisfactory
770,Guittard,Semisweet,99,2006,61.0,U.S.A.,3.0,Blend,Unknown,Satisfactory
771,Habitual,Papua New Guinea,1197,2014,80.0,Canada,2.75,Unknown,Papua New Guinea,Satisfactory
772,Habitual,Campesino w/ nibs,1197,2014,74.0,Canada,2.75,Unknown,Unknown,Satisfactory
773,Habitual,Dominican Republic,1197,2014,75.0,Canada,3.25,Unknown,Dominican Republic,Satisfactory
774,Habitual,Trinitario,1197,2014,70.0,Canada,3.5,Trinitario,Unknown,Satisfactory
775,Habitual,Downtown London,1201,2014,65.0,Canada,2.75,Unknown,Unknown,Satisfactory
776,Habitual,Africa meets Latina,1201,2014,70.0,Canada,3.0,Unknown,Unknown,Satisfactory
777,Habitual,Amazonas,1201,2014,80.0,Canada,3.0,Unknown,Unknown,Satisfactory
778,Habitual,Sharkey,1201,2014,66.0,Canada,3.25,Unknown,United States of America,Satisfactory
779,Habitual,one hundred,1205,2014,100.0,Canada,2.0,Unknown,Unknown,Unpleasant
780,Hachez,Arriba,166,2007,77.0,Germany,2.5,Forastero (Arriba),Ecuador,Disappointing
781,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55.0,Ecuador,2.75,Trinitario,Ecuador,Satisfactory
782,Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70.0,Ecuador,3.0,Trinitario,Ecuador,Satisfactory
783,Haigh,South America and Africa,701,2011,70.0,Australia,3.0,Unknown,"South America, Africa",Satisfactory
784,Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85.0,U.S.A.,3.25,Unknown,Brazil,Satisfactory
785,Harper Macaw,Brazil Blend,1696,2015,67.0,U.S.A.,3.0,Unknown,Brazil,Satisfactory
786,Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77.0,U.S.A.,3.5,Unknown,Brazil,Satisfactory
787,Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74.0,U.S.A.,3.5,Unknown,Brazil,Satisfactory
788,Heilemann,Peru,1876,2016,64.0,Germany,2.75,Unknown,Peru,Satisfactory
789,Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70.0,U.S.A.,3.25,Amazon,Belize,Satisfactory
790,Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74.0,U.S.A.,3.5,Amazon mix,Costa Rica,Satisfactory
791,Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67.0,U.S.A.,3.5,"Amazon, ICS",Bolivia,Satisfactory
792,Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67.0,U.S.A.,3.0,Beniano,Bolivia,Satisfactory
793,Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67.0,U.S.A.,3.75,EET,Ecuador,Praiseworthy
794,Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67.0,U.S.A.,3.75,Unknown,United States of America,Praiseworthy
795,Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72.0,U.S.A.,3.5,Unknown,United States of America,Satisfactory
796,Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70.0,U.S.A.,3.5,EET,Ecuador,Satisfactory
797,Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77.0,U.S.A.,3.5,EET,Ecuador,Satisfactory
798,Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68.0,U.S.A.,3.75,"Amazon, ICS",Bolivia,Praiseworthy
799,Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72.0,U.S.A.,4.0,Beniano,Bolivia,Premium
800,hello cocoa,Uganda,1458,2015,57.0,U.S.A.,2.75,Forastero,Uganda,Satisfactory
801,hello cocoa,Venezuela,1462,2015,74.0,U.S.A.,3.5,Criollo,Venezuela,Satisfactory
802,hexx,Tanzania,1546,2015,70.0,U.S.A.,2.75,Unknown,United Republic of Tanzania,Satisfactory
803,hexx,Madagascar,1546,2015,74.0,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory
804,hexx,Venezuela,1546,2015,70.0,U.S.A.,3.0,Unknown,Venezuela,Satisfactory
805,hexx,Ecuador,1550,2015,73.0,U.S.A.,3.25,Unknown,Ecuador,Satisfactory
806,hexx,Peru,1550,2015,70.0,U.S.A.,3.25,Unknown,Peru,Satisfactory
807,Hogarth,Akesson's Estate,1712,2016,70.0,New Zealand,2.75,Trinitario,Madagascar,Satisfactory
808,Hogarth,Carenero Superior,1712,2016,72.0,New Zealand,2.75,Trinitario,Venezuela,Satisfactory
809,Hogarth,Conacado,1712,2016,75.0,New Zealand,3.25,Trinitario,Dominican Republic,Satisfactory
810,Hogarth,Gran Blanco,1712,2016,66.0,New Zealand,3.5,Criollo,Peru,Satisfactory
811,Hoja Verde (Tulicorp),Arriba,414,2009,80.0,Ecuador,2.0,Forastero (Arriba) ASS,Ecuador,Unpleasant
812,Hoja Verde (Tulicorp),Manabi,414,2009,80.0,Ecuador,2.5,Forastero (Arriba) ASS,Ecuador,Disappointing
813,Hoja Verde (Tulicorp),Arriba,414,2009,72.0,Ecuador,3.0,Forastero (Arriba) ASS,Ecuador,Satisfactory
814,Hoja Verde (Tulicorp),Arriba,414,2009,58.0,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,Satisfactory
815,Hoja Verde (Tulicorp),Manabi,414,2009,58.0,Ecuador,3.5,Forastero (Arriba) ASS,Ecuador,Satisfactory
816,Holy Cacao,Maranon,1872,2016,70.0,Israel,2.75,Unknown,Peru,Satisfactory
817,Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70.0,Israel,3.5,Unknown,Ecuador,Satisfactory
818,Holy Cacao,Sambirano,1466,2015,70.0,Israel,3.5,Trinitario,Madagascar,Satisfactory
819,Holy Cacao,Gran Couva,1466,2015,70.0,Israel,3.5,Trinitario,Trinidad and Tobago,Satisfactory
820,Holy Cacao,Mara,1466,2015,70.0,Israel,3.5,Unknown,Venezuela,Satisfactory
821,Holy Cacao,Ivory Coast,431,2009,70.0,Israel,2.5,Unknown,Ivory Coast,Disappointing
822,Holy Cacao,Hispaniola,431,2009,70.0,Israel,2.75,Unknown,Dominican Republic,Satisfactory
823,Holy Cacao,San Martin,431,2009,70.0,Israel,3.5,Unknown,Peru,Satisfactory
824,Holy Cacao,Hispaniola w/ nibs,431,2009,75.0,Israel,3.75,Unknown,Dominican Republic,Praiseworthy
825,Honest,"Ecuador, w/ nibs",1327,2014,72.0,South Africa,2.5,Unknown,Ecuador,Disappointing
826,Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70.0,U.K.,2.75,Unknown,Saint Lucia,Satisfactory
827,Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70.0,U.K.,4.0,Trinitario,Saint Lucia,Premium
828,Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100.0,U.K.,1.75,Trinitario,Saint Lucia,Unpleasant
829,Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75.0,U.K.,3.0,Trinitario,Trinidad and Tobago,Satisfactory
830,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80.0,U.K.,3.5,Trinitario,Vietnam,Satisfactory
831,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90.0,U.K.,3.0,Forastero (Nacional),Ecuador,Satisfactory
832,Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72.0,U.K.,3.0,Trinitario,Madagascar,Satisfactory
833,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82.0,U.K.,3.5,Forastero (Nacional),Ecuador,Satisfactory
834,Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100.0,U.K.,2.75,Unknown,Peru,Satisfactory
835,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100.0,U.K.,2.5,Forastero (Nacional),Ecuador,Disappointing
836,Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100.0,U.K.,2.75,Unknown,Dominican Republic,Satisfactory
837,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66.0,U.K.,3.5,"Trinitario, Criollo",Madagascar,Satisfactory
838,Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80.0,U.K.,3.0,Forastero (Nacional),Ecuador,Satisfactory
839,Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65.0,U.K.,3.0,Trinitario,Saint Lucia,Satisfactory
840,Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65.0,U.K.,3.25,Trinitario,Saint Lucia,Satisfactory
841,Hotel Chocolat (Coppeneur),Ecuador,552,2010,70.0,U.K.,2.75,Unknown,Ecuador,Satisfactory
842,Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70.0,U.K.,3.0,Unknown,Dominican Republic,Satisfactory
843,Hotel Chocolat (Coppeneur),Chuao,600,2010,70.0,U.K.,2.75,Trinitario,Venezuela,Satisfactory
844,Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72.0,U.K.,3.0,Unknown,Saint Lucia,Satisfactory
845,Hotel Chocolat (Coppeneur),Uganda,296,2008,80.0,U.K.,2.5,Forastero,Uganda,Disappointing
846,Hotel Chocolat (Coppeneur),Tanzania,296,2008,75.0,U.K.,2.75,Unknown,United Republic of Tanzania,Satisfactory
847,Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72.0,U.K.,3.0,Forastero,São Tomé and Príncipe,Satisfactory
848,Hummingbird,Lam Dong,1542,2015,70.0,Canada,3.5,Trinitario,Vietnam,Satisfactory
849,Hummingbird,Bolivia,1307,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,Satisfactory
850,Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70.0,Canada,3.0,"Criollo, Trinitario",Bolivia,Satisfactory
851,Hummingbird,Momotombo,1311,2014,70.0,Canada,3.0,Trinitario,Nicaragua,Satisfactory
852,Hummingbird,Hispaniola,1311,2014,70.0,Canada,3.75,Trinitario,Dominican Republic,Praiseworthy
853,Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70.0,Canada,3.5,Unknown,Dominican Republic,Satisfactory
854,Hummingbird,"Ocumare, Cumboto",1097,2013,70.0,Canada,3.25,"Trinitario, Criollo",Venezuela,Satisfactory
855,Hummingbird,Amazonas,1097,2013,70.0,Canada,3.75,Forastero,Venezuela,Praiseworthy
856,Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72.0,Switzerland,3.75,Trinitario,Venezuela,Praiseworthy
857,Idilio (Felchlin),Coopertiva Amazona,725,2011,72.0,Switzerland,3.75,Criollo,Venezuela,Praiseworthy
858,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72.0,Switzerland,3.75,Unknown,Venezuela,Praiseworthy
859,Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72.0,Switzerland,3.25,Criollo,Venezuela,Satisfactory
860,Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72.0,Switzerland,3.75,Criollo,Venezuela,Praiseworthy
861,Idilio (Felchlin),"Porcelana, Zulia",733,2011,74.0,Switzerland,4.0,Criollo,Venezuela,Premium
862,Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72.0,Switzerland,3.5,Criollo,Venezuela,Satisfactory
863,Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70.0,Switzerland,4.0,Trinitario,Venezuela,Premium
864,Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72.0,Switzerland,4.0,Criollo,Venezuela,Premium
865,Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72.0,Switzerland,4.0,Unknown,Venezuela,Premium
866,Indah,India (south),1788,2016,61.0,India,2.5,Unknown,India,Disappointing
867,Indaphoria,La Red,821,2012,70.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
868,Indaphoria,"Conacado, Manifesto",907,2012,70.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory
869,Indi,Honduras,1255,2014,77.0,U.S.A.,3.0,Unknown,Honduras,Satisfactory
870,iQ Chocolate,"Satipo region, white label",943,2012,72.0,Scotland,2.75,Criollo,Peru,Satisfactory
871,iQ Chocolate,black label,943,2012,72.0,Scotland,3.0,Unknown,Peru,Satisfactory
872,Isidro,Madagascar,1275,2014,72.0,U.S.A.,3.5,Trinitario,Madagascar,Satisfactory
873,Isidro,Peru,1279,2014,72.0,U.S.A.,2.25,Unknown,Peru,Disappointing
874,Isidro,Belize,1279,2014,72.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory
875,Isidro,Dominican Republic,1279,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
876,Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70.0,U.S.A.,3.5,Trinitario,Belize,Satisfactory
877,Izard,"Elvesia P., Batch 32",1546,2015,70.0,U.S.A.,2.75,Unknown,Dominican Republic,Satisfactory
878,Jacque Torres,Trinatario Treasure,5,2006,71.0,U.S.A.,2.0,Trinitario,Ghana,Unpleasant
879,Jordis,Madagascar,1534,2015,63.0,Czech Republic,2.75,Trinitario,Madagascar,Satisfactory
880,Just Good Chocolate,Belize,1375,2014,70.0,U.S.A.,3.5,Trinitario,Belize,Satisfactory
881,Just Good Chocolate,Madagascar,1375,2014,70.0,U.S.A.,3.5,Trinitario,Madagascar,Satisfactory
882,Just Good Chocolate,Peru,1375,2014,70.0,U.S.A.,4.0,Unknown,Peru,Premium
883,Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70.0,Domincan Republic,3.5,Unknown,Dominican Republic,Satisfactory
884,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82.0,Domincan Republic,3.0,Unknown,Dominican Republic,Satisfactory
885,Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55.0,Domincan Republic,3.25,Unknown,Dominican Republic,Satisfactory
886,Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62.0,Domincan Republic,3.25,Unknown,Dominican Republic,Satisfactory
887,Kakao,Peru,837,2012,64.0,Germany,2.5,Unknown,Peru,Disappointing
888,Kakao,Vanuatu,387,2009,65.0,Germany,3.75,Trinitario,Vanuatu,Praiseworthy
889,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70.0,Ecuador,3.0,Unknown,Ecuador,Satisfactory
890,Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70.0,Ecuador,3.5,Unknown,Ecuador,Satisfactory
891,Kallari (Ecuatoriana),Roberto,245,2008,75.0,Ecuador,2.75,Unknown,Ecuador,Satisfactory
892,Kallari (Ecuatoriana),Diego/ original micro,248,2008,85.0,Ecuador,2.5,Unknown,Ecuador,Disappointing
893,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85.0,Ecuador,2.75,Unknown,Ecuador,Satisfactory
894,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85.0,Ecuador,3.0,Unknown,Ecuador,Satisfactory
895,Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75.0,Ecuador,2.5,Unknown,Ecuador,Disappointing
896,Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85.0,Ecuador,3.0,Unknown,Ecuador,Satisfactory
897,Kaoka (Cemoi),Noir,404,2009,70.0,France,2.75,Unknown,Unknown,Satisfactory
898,Kaoka (Cemoi),Ecuador,423,2009,80.0,France,2.75,Unknown,Ecuador,Satisfactory
899,Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
900,Ki' Xocolatl,Dark,431,2009,72.0,Mexico,2.0,Unknown,Mexico,Unpleasant
901,Kiskadee,"La Red, Guanconjeco",1251,2014,60.0,U.S.A.,3.0,Trinitario,Dominican Republic,Satisfactory
902,Kto,San Martin,1422,2014,72.0,U.S.A.,2.5,Unknown,Peru,Disappointing
903,Kto,Ocumare,1422,2014,72.0,U.S.A.,2.75,Unknown,Venezuela,Satisfactory
904,Kto,Belize,1422,2014,72.0,U.S.A.,3.0,Trinitario,Belize,Satisfactory
905,Kto,Sambirano Valley,1422,2014,72.0,U.S.A.,3.25,Trinitario,Madagascar,Satisfactory
906,Kto,Belize,1426,2014,90.0,U.S.A.,3.25,Trinitario,Belize,Satisfactory
907,Kto,Elvesia,1426,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
908,Kto,ROIG,1426,2014,72.0,U.S.A.,3.25,Unknown,Dominican Republic,Satisfactory
909,K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70.0,U.S.A.,3.25,Unknown,Haiti,Satisfactory
910,K'ul,"Maranon, Fortunato No. 4",1852,2016,70.0,U.S.A.,2.75,Forastero (Nacional),Peru,Satisfactory
911,K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70.0,U.S.A.,3.75,Unknown,Ecuador,Praiseworthy
912,K'ul,"Bahia, Fazenda Camboa",1852,2016,70.0,U.S.A.,3.75,Forastero,Brazil,Praiseworthy
913,Kyya,Uganda,1359,2014,72.5,U.S.A.,2.5,Forastero,Uganda,Disappointing
914,Kyya,Hispaniola,1359,2014,72.5,U.S.A.,3.0,Unknown,Dominican Republic,Satisfactory
915,Kyya,Ecuador,1363,2014,72.5,U.S.A.,2.5,Unknown,Ecuador,Disappointing
916,Kyya,Madagascar,1363,2014,72.5,U.S.A.,3.0,Trinitario,Madagascar,Satisfactory
917,L.A. Burdick (Felchlin),Peru,891,2012,74.0,U.S.A.,3.25,Unknown,Peru,Satisfactory
918,L.A. Burdick (Felchlin),Brazil,891,2012,70.0,U.S.A.,4.0,Unknown,Brazil,Premium
919,L.A. Burdick (Felchlin),Chuao,927,2012,68.0,U.S.A.,3.75,Trinitario,Venezuela,Praiseworthy
920,L.A. Burdick (Felchlin),Quito,682,2011,74.0,U.S.A.,3.75,Unknown,Ecuador,Praiseworthy
921,L.A. Burdick (Felchlin),Grenada,576,2010,75.0,U.S.A.,3.25,Trinitario,Grenada,Satisfactory
922,L.A. Burdick (Felchlin),Dominican Republic,576,2010,74.0,U.S.A.,3.75,Unknown,Dominican Republic,Praiseworthy
923,L.A. Burdick (Felchlin),Venzuela,597,2010,71.0,U.S.A.,3.0,Unknown,Venezuela,Satisfactory
924,L.A. Burdick (Felchlin),Madagascar,431,2009,64.0,U.S.A.,3.5,Trinitario,Madagascar,Satisfactory
925,L.A. Burdick (Felchlin),Bolivian,451,2009,68.0,U.S.A.,3.0,Unknown,Bolivia,Satisfactory
926,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70.0,Japan,2.25,"Trinitario, Criollo",Peru,Disappointing
927,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70.0,Japan,2.5,"Trinitario, Criollo",Peru,Disappointing
928,La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70.0,Japan,3.0,Criollo,Peru,Satisfactory
929,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70.0,Japan,3.0,"Trinitario, Criollo",Belize,Satisfactory
930,La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74.0,France,2.75,Unknown,"Africa, Carribean, C. Am.",Satisfactory
931,La Maison du Chocolat (Valrhona),Tobago,1145,2013,60.0,France,3.25,Unknown,Trinidad and Tobago,Satisfactory
932,La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56.0,France,3.25,Unknown,Ecuador,Satisfactory
933,La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66.0,France,3.5,Unknown,Dominican Republic,Satisfactory
934,La Maison du Chocolat (Valrhona),Grenada,741,2011,68.0,France,3.5,Trinitario,Grenada,Satisfactory
935,La Maison du Chocolat (Valrhona),Akosombo,346,2009,68.0,France,3.25,Forastero,Ghana,Satisfactory
936,La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69.0,France,3.5,Criollo (Porcelana),Venezuela,Satisfactory
937,La Maison du Chocolat (Valrhona),Kuruba,439,2009,60.0,France,3.0,Unknown,Unknown,Satisfactory
938,La Maison du Chocolat (Valrhona),Orinoco,445,2009,60.0,France,3.75,Unknown,Unknown,Praiseworthy
939,La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74.0,France,3.5,Blend,"Ven., Indonesia, Ecuad.",Satisfactory
940,La Oroquidea,Peruvian Amazon,721,2011,72.0,Peru,2.5,Unknown,Peru,Disappointing
941,La Pepa de Oro,Vinces,713,2011,60.0,Ecuador,3.25,Unknown,Ecuador,Satisfactory
942,Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75.0,France,2.75,Trinitario,Madagascar,Satisfactory
943,Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75.0,France,2.75,Trinitario,Vietnam,Satisfactory
944,Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75.0,France,3.0,Unknown,Cuba,Satisfactory
945,Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75.0,France,3.25,Unknown,Peru,Satisfactory
946,Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75.0,France,3.0,Unknown,Ivory Coast,Satisfactory
947,Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75.0,France,3.5,Forastero,São Tomé and Príncipe,Satisfactory
948,Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75.0,France,3.25,Unknown,Brazil,Satisfactory
949,Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75.0,France,3.75,Trinitario,Vietnam,Praiseworthy
950,Laia aka Chat-Noir,Cuba,1434,2014,70.0,France,2.75,Unknown,Cuba,Satisfactory
951,Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68.0,France,2.75,Unknown,Trinidad and Tobago,Satisfactory
952,Lajedo do Ouro,Catongo,927,2012,70.0,Brazil,3.5,Forastero (Catongo),Brazil,Satisfactory
953,Lake Champlain (Callebaut),Tanzania,327,2009,75.0,U.S.A.,2.5,Unknown,United Republic of Tanzania,Disappointing
954,L'Amourette,Rugoso,1784,2016,80.0,U.S.A.,3.5,Trinitario,Nicaragua,Satisfactory
955,L'Amourette,Carenero Superior,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,Satisfactory
956,L'Amourette,Rio Caribe,833,2012,75.0,U.S.A.,3.0,Trinitario,Venezuela,Satisfactory
957,L'Amourette,Blend,853,2012,72.0,U.S.A.,3.0,Criollo,"Peru, Ecuador, Venezuela",Satisfactory
958,Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70.0,U.S.A.,3.5,Unknown,Honduras,Satisfactory
959,Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70.0,U.S.A.,3.25,Unknown,Belize,Satisfactory
960,Letterpress,Liberia,1728,2016,70.0,U.S.A.,3.25,Unknown,Liberia,Satisfactory
961,Letterpress,Beniamo,1562,2015,70.0,U.S.A.,3.25,Unknown,Bolivia,Satisfactory
